repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8640939597315438,0.7710740023370832,0.838969416188297,0.7945858991818097,0.838969416188297,"[0.873774784885896, 0.7800546448087431, 0.8314166666666668, 0.8550833333333333, 0.8465020576131689, 0.8312096774193548, 0.8016826923076923, 0.8566666666666668, 0.8717332750964548, 0.841570363084993]"
