repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8850746268656717,0.812302530736751,0.8392084177435905,0.8225803823777538,0.8392084177435907,"[0.8144686742817584, 0.8961038961038963, 0.8767543859649123, 0.8278899082568807, 0.8033027522935781, 0.8097957770854967, 0.8893995098039216, 0.755008210180624, 0.9056818181818183, 0.8136792452830189]"
