repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8807692307692306,0.7431317614594903,0.773609853672205,0.7534458547449641,0.7736098536722049,"[0.7472527472527472, 0.6420454545454546, 0.7912087912087912, 0.7579365079365079, 0.8786231884057971, 0.749438202247191, 0.7787234042553193, 0.8126984126984127, 0.7045454545454545, 0.8736263736263737]"
